transactionid,commitdate,ns,nm,nf,entropy,la,ld,lt,fix,ndev,pd,npt,exp,rexp,sexp,bug
10091,2005/10/9 11:05,2,7,15,0.696579052,0.399182561,0.489100817,48.93333333,0,7,2941,0.8,16326,5912.266667,16326,1
10112,2004/2/18 11:58,1,1,1,0,0.285714286,0.163265306,49,0,3,89,1,1553,1277,1529,1
10142,2004/9/18 5:18,1,66,98,0.882788664,0.015762807,0.02092325,108.755102,1,13,6576,0.56122449,11840,5354.666667,11520,0
10150,2003/3/29 5:53,1,7,22,0.937382094,0.023104265,0.02014218,76.72727273,1,2,58,0.409090909,4108,4108,4088,1
10157,2002/11/25 7:07,1,4,6,0,0,0,93.83333333,0,1,0,0.166666667,635,635,635,1
10172,2003/1/11 11:46,1,1,1,0,0.005050505,0.005050505,198,1,2,0,1,65,65,65,0
10173,2003/1/11 11:26,1,1,1,0,0.050505051,0.065656566,198,0,2,0,1,64,64,64,1
10174,2003/1/11 11:15,1,1,1,0,0.100502513,0.452261307,199,0,2,7,1,63,63,63,0
10177,2002/12/10 10:01,1,95,404,0.941062389,0.054176072,0.04995907,99.78465347,1,4,5643,0.272277228,1422,1422,1422,1
10185,2004/11/20 13:48,1,3,7,0.832923477,0.029447853,0.03190184,116.4285714,0,7,93,0.571428571,12917,5810.55,12562,0
10192,2004/7/26 6:39,1,1,1,0,1.650557621,1.591078067,269,0,6,23,1,76,76,76,0
10197,2004/2/19 5:00,1,3,3,0.960229718,0.003484321,0.013937282,95.66666667,1,5,40,1,9041,5509.333333,8766,0
10204,2003/6/30 6:49,1,1,1,0,0,0.063973064,297,0,4,6,1,385,376,385,0
10205,2003/6/24 12:15,1,52,94,0.9041359,0.063696885,0.043231692,129.4361702,0,6,6617,0.585106383,126,122,126,1
10206,2003/6/18 5:48,1,4,6,0.948937253,0.050071531,0.095851216,233,0,3,315,0.833333333,310,301.5,310,0
10209,2003/2/11 5:26,1,36,170,0.992900479,0.184557439,0.125931385,71.84117647,0,3,9643,0.3,377,377,377,0
10210,2003/1/10 16:16,1,1,1,0,0.089171975,0.238853503,314,1,2,6,1,52,52,52,0
10217,2004/1/28 6:18,1,1,1,0,0,0,29,1,1,0,1,8885,5571,8610,0
10229,2004/6/26 6:00,1,2,5,0.91775938,0.092592593,0.087301587,75.6,1,4,5,0.4,10804,5313.75,10504,1
10230,2004/6/25 12:58,1,2,13,0.853775525,1.169657423,0.89233279,47.15384615,0,4,1370,0.230769231,10741,5253.25,10441,1
10235,2004/1/28 6:18,1,1,1,0,2.382352941,2.352941176,34,1,3,67,1,8884,5570,8609,0
10238,2003/11/19 12:03,1,17,114,0.965090592,0.233357541,0.342290002,36.23684211,0,8,310,0.096491228,940,810.5,940,0
10248,2003/3/26 8:45,1,1,7,0,0,0,25.14285714,0,1,0,0.142857143,3755,3755,3736,0
10258,2004/11/20 13:48,1,4,10,0.97915631,0.047101449,0.028985507,55.2,0,6,50,0.3,12937,5830.55,12582,0
10264,2004/6/8 3:14,1,2,2,0.918295834,0.009009009,0.004504505,111,1,4,169,1,10618,5290.75,10322,0
10268,2004/2/19 6:53,1,2,3,0.630929754,0.018867925,0.018867925,35.33333333,0,4,1,0.666666667,9074,5542.333333,8799,1
10280,2003/10/3 11:12,1,2,9,0.918970792,0.38372093,0.529069767,38.22222222,0,4,1186,0.444444444,304,304,304,1
10294,2004/4/7 12:48,1,9,15,0.621866165,1.708879185,1.711062591,91.6,0,8,421,0.4,122,122,122,1
10309,2004/2/16 10:11,1,1,1,0,0,0,0,0,3,86,1,1544,1269,1520,0
10314,2003/3/11 10:01,1,1,1,0,0.005208333,0.005208333,384,0,3,28,1,476,476,475,0
10317,2003/1/11 11:14,1,1,1,0,0.002604167,0.010416667,384,1,2,0,1,62,62,62,0
10319,2003/1/11 10:46,1,1,1,0,0.020942408,0.047120419,382,0,2,0,1,59,59,59,0
10320,2003/1/11 10:23,1,1,1,0,0.023560209,0.028795812,382,0,2,7,1,56,56,56,0
10325,2002/11/25 7:07,1,2,4,0,0,0,146.5,0,1,0,0.25,362,362,362,1
10338,2003/11/17 11:21,1,10,78,0.975881432,0.020162854,0.148507173,33.06410256,0,8,215,0.08974359,804,674.5,804,0
10339,2003/11/16 12:30,1,1,7,1,0.398576512,0.149466192,40.14285714,0,3,21,0.142857143,652,522.5,652,0
10360,2004/2/18 14:51,1,2,3,0,0,0,18.66666667,0,1,0,0.333333333,8977,5450.333333,8702,1
10394,2004/3/18 14:19,1,17,28,0.878682946,1.585747847,1.576742365,91.21428571,0,9,744,0.392857143,85,85,85,1
10421,2004/11/22 17:42,1,1,1,0,0,0,36,0,1,0,1,12971,5861.9,12616,0
10435,2004/7/28 14:40,1,1,1,0,0.034482759,0.011494253,87,1,3,32,1,10959,5329.583333,10659,0
10444,2003/11/16 14:03,1,6,25,0.833561593,0.101289134,0.180478821,43.44,0,6,57,0.16,697,567.5,697,0
10478,2004/6/25 12:58,1,2,2,0,0,0,33.5,0,1,0,0.5,10768,5280.25,10468,1
10480,2006/5/6 7:55,1,6,11,0.858688196,0.052505967,0.052505967,38.09090909,0,5,0,0.454545455,18059,5577.438095,17004,0
10485,2004/2/19 6:53,1,1,3,0,0,0,45.33333333,0,1,0,0.333333333,9070,5538.333333,8795,1
10492,2004/6/25 12:58,1,3,6,0.439495713,0.38028169,0.485915493,23.66666667,0,3,686,0.333333333,10768,5280.25,10468,0
10496,2006/5/6 7:48,1,18,24,0.727254548,0.122969098,0.144950621,130.7916667,0,9,3311,0.833333333,18025,5543.438095,16970,1
10497,2006/5/1 11:06,1,1,1,0,0,0,45,0,1,0,1,17926,5447.357143,16871,0
10512,2005/1/10 3:24,1,1,1,0,1.681034483,1.75,116,0,4,44,1,2105,805.3,2057,0
10521,2003/6/27 7:15,1,1,1,0,0.020408163,0.013605442,147,1,3,3,1,131,127,131,0
10525,2002/11/25 7:07,1,1,5,0,0,0,106.2,0,1,0,0.2,375,375,375,1
10531,2004/7/7 8:35,1,1,2,0.903776288,0.310160428,0.459893048,93.5,0,5,24,0.5,2031,1278.416667,1984,0
10535,2003/12/19 14:00,1,4,10,0.859627132,0.186219739,0.188081937,107.4,0,5,252,0.2,8730,5783,8455,1
10539,2003/6/30 5:49,1,1,2,0.849751137,0.014705882,0.12745098,102,0,3,102,0.5,378,369,378,0
10551,2005/10/21 8:32,1,4,7,0.905852625,0.011472275,0.008604207,298.8571429,1,2,82,0.571428571,2241,884.0166667,2235,0
10552,2005/10/11 4:06,1,1,1,0,0.001458789,0.000729395,1371,1,2,2,1,2232,877.6833333,2226,0
10562,2004/9/15 13:01,1,1,1,0,0.01459854,0.01459854,137,0,5,6,1,11731,5278.666667,11411,0
10583,2004/8/2 20:18,1,1,2,0.41381685,0.052631579,0.044534413,123.5,1,5,52,1,34,34,34,0
10602,2005/9/4 11:05,1,2,2,0.458685816,0.121495327,0.023364486,107,1,2,449,1,16228,5913.4,15637,0
10613,2004/2/19 6:53,1,1,1,0,0,0,182,0,1,0,1,9074,5542.333333,8799,1
10623,2003/6/25 14:15,1,1,5,0,0,0,16.2,0,3,356,0.6,369,360.5,369,0
10641,2004/7/12 11:28,1,1,1,0,0.131578947,0.078947368,38,0,2,141,1,2034,1261.083333,1987,0
10647,2003/8/30 12:33,1,3,3,1,0.026086957,0.026086957,38.33333333,1,3,66,0.666666667,534,499.5,534,0
10649,2003/6/25 14:15,1,1,2,0,0,0,58,0,1,0,0.5,369,360.5,369,0
10658,2004/11/20 13:48,1,3,5,0.984417114,0.038297872,0.034042553,47,0,4,42,0.8,12952,5845.55,12597,0
10667,2003/8/25 6:52,1,1,1,0,0.01,0.01,100,0,3,54,1,6040,4344.5,5919,0
10670,2003/6/25 14:32,1,1,1,0,0.129032258,0.043010753,93,0,1,0,1,370,361.5,370,0
10685,2003/7/27 12:09,1,1,1,0,0,0,0,0,1,0,1,5675,4270,5561,0
10692,2004/7/30 9:42,1,2,2,1,0,0.012269939,81.5,0,3,37,1,2103,1317.416667,2055,0
10693,2004/7/9 2:32,1,1,1,0,0.072289157,0.253012048,83,0,2,58,1,2033,1278.916667,1986,0
10694,2004/5/12 16:34,1,4,5,0.531328225,0.218926554,0.298022599,141.6,0,5,327,0.8,2023,1659.333333,1976,1
10703,2003/7/27 12:09,1,1,2,0.103275085,0.618644068,0.008474576,59,1,2,32,1,5675,4270,5561,0
10712,2005/8/7 12:51,1,1,3,0,0,0,47,0,1,0,0.333333333,15156,5094.333333,14621,0
10719,2004/4/7 12:35,1,1,1,0,0,0,6,0,1,0,1,97,97,97,0
10726,2002/11/25 7:07,1,3,8,0,0,0,52,0,1,0,0.125,386,386,386,1
10728,2006/4/6 14:44,1,3,4,0.747700005,0.272941176,0.289411765,106.25,1,8,93,0.5,17427,5071.711905,16424,0
10743,2004/9/5 12:15,1,2,2,0.840358672,0.082987552,0.024896266,120.5,1,6,4,0.5,11669,5250.25,11350,0
10746,2004/7/30 6:41,1,2,2,0.985228136,0.035460993,0.113475177,70.5,0,6,147,1,2094,1308.416667,2046,0
10753,2004/2/18 14:51,1,5,16,0.873262401,1.072864322,1.358040201,49.75,0,5,843,0.5625,8977,5450.333333,8702,1
10759,2003/8/3 17:56,1,2,2,0.787126586,0.142857143,0.030612245,49,1,3,167,1,64,64,64,0
10761,2005/8/7 12:52,1,3,9,0.591214259,0.698815567,0.698815567,65.66666667,0,5,1264,0.666666667,15688,5626.333333,15153,1
10768,2003/3/26 8:45,1,1,1,0,0,0,9,0,1,0,1,3764,3764,3745,0
10770,2004/4/7 12:35,1,1,2,0.66959206,1.302325581,0.953488372,43,0,4,65,1,97,97,97,0
10779,2003/3/28 10:32,1,1,1,0,0.02,0.02,50,0,1,0,1,4011,4011,3991,0
10785,2003/1/2 13:49,1,2,2,0.734955759,0.065520945,0.064446831,465.5,1,1,8,1,2604,2604,2596,0
10794,2006/5/6 7:50,1,7,15,0.818086508,0.066455696,0.066455696,63.2,0,7,23,0.266666667,18045,5563.438095,16990,0
10802,2004/2/19 6:53,1,1,5,0,0,0,57.2,0,1,0,0.2,9057,5525.333333,8782,1
10839,2004/7/30 9:14,1,1,1,0,0.052631579,0.157894737,19,0,3,18,1,2095,1309.416667,2047,0
10840,2004/7/12 11:52,1,1,1,0,1.238095238,0.80952381,21,0,3,91,1,2036,1263.083333,1989,0
10849,2003/3/26 12:46,1,5,7,0.597533799,0.078537576,0.226811104,211,0,3,18,0.571428571,3774,3774,3755,0
10851,2003/2/11 5:27,1,2,2,0.999699543,0.067010309,0.059278351,194,0,2,84,1,382,382,382,0
10870,2003/1/11 10:57,1,2,2,0.970950594,0.004580153,0.003053435,327.5,1,2,8,1,61,61,61,0
10892,2004/9/5 12:16,1,1,3,0.584506505,0.640909091,0.786363636,73.33333333,0,4,281,1,11672,5253.25,11353,0
10917,2002/11/25 7:07,1,3,5,0,0,0,156.4,0,1,0,0.2,587,587,587,1
10931,2004/8/1 8:25,1,1,1,0,0.025641026,0,117,0,2,36,1,21,21,21,1
10943,2006/5/6 7:48,1,5,18,0.61650792,0.387283237,0.357418112,57.66666667,0,5,996,0.5,17957,5475.438095,16902,1
10950,2004/8/22 11:50,1,20,134,0.791452924,0.246067031,0.280266758,43.64179104,1,10,17221,0.343283582,11146,4841.25,10827,1
10952,2004/8/1 8:25,1,1,1,0,0,0,56,0,1,0,1,21,21,21,1
10971,2003/3/28 8:08,1,1,1,0,0,0,275,0,1,0,1,3863,3863,3844,1
10991,2004/6/25 12:58,1,1,1,0,0,0,8,0,1,0,1,10719,5231.25,10419,0
11001,2004/9/5 12:16,1,1,1,0,0,0,46,0,1,0,1,11675,5256.25,11356,1
11012,2004/9/5 12:16,1,2,2,0.983793995,1,0.27,50,0,1,268,1,11675,5256.25,11356,0
11024,2004/6/8 3:13,1,2,5,0.739271426,1.32967033,1.181318681,36.4,1,1,535,0.2,10616,5288.75,10320,0
11026,2004/2/19 5:00,1,1,4,0,0,0,26.25,1,1,0,0.25,9038,5506.333333,8763,1
11031,2005/9/16 3:27,1,1,1,0,0.41025641,0.435897436,39,1,1,40,1,16242,5883.216667,15651,0
11050,2004/2/19 5:00,1,1,6,0,0,0,32.16666667,1,1,0,0.166666667,9008,5476.333333,8733,1
11096,2002/11/25 7:07,1,3,20,0,0,0,61.8,0,1,0,0.05,445,445,445,1
11098,2003/12/30 10:24,1,10,12,0.589764055,0.249008723,0.316415543,105.0833333,0,5,299,0.75,1233,1033.5,1211,1
11122,2003/3/11 10:01,1,2,2,1,0.0234375,0.0078125,128,0,2,62,1,452,452,452,0
11127,2002/12/4 6:17,1,1,1,0,0.162162162,0.162162162,37,0,1,9,1,949,949,949,0
11153,2004/11/15 18:45,1,5,6,0.903954228,0.058371736,0.061443932,108.5,0,4,14,0.833333333,12905,5806.533333,12550,1
11162,2004/2/19 5:00,1,9,26,0.904673889,0.049423394,0.064250412,70.03846154,1,5,1685,0.384615385,9034,5502.333333,8759,1
11165,2003/6/22 7:29,1,1,1,0,0.008264463,0.338842975,121,0,3,85,1,353,344.5,353,0
11170,2003/1/18 7:36,1,2,2,0.14372617,0.071661238,0.087947883,153.5,0,2,12,1,2769,2769,2760,0
11171,2003/1/11 9:24,1,1,1,0,0.125,0.161764706,136,0,2,2,1,55,55,55,0
11172,2003/1/9 7:37,1,2,2,0.976020648,0.006369427,0.063694268,157,1,3,11,1,49,49,49,0
11179,2004/7/3 7:36,1,1,1,0,0.130434783,0,92,1,2,8,1,10857,5308.416667,10557,0
11184,2003/10/21 8:27,1,7,8,0.937510318,0.012522361,0.016994633,139.75,1,6,601,0.75,1132,866,1130,1
11205,2002/12/28 6:26,1,1,1,0,0,0,0,0,1,0,1,1854,1854,1848,0
11217,2003/6/22 7:33,1,1,1,0,0.068376068,0.068376068,117,1,2,85,1,354,345.5,354,0
11219,2003/3/28 8:08,1,2,3,0,0,0,54.66666667,0,1,0,0.333333333,3818,3818,3799,1
11224,2006/4/13 18:13,2,7,16,0.566531521,0.030232558,0.06,134.375,0,5,297,0.375,17696,5305.583333,17696,0
11238,2002/11/25 7:07,1,3,8,0,0,0,78.625,0,1,0,0.125,565,565,565,1
11263,2003/7/16 9:58,1,1,1,0,0.335664336,0.433566434,143,1,4,14,1,5517,4134,5467,0
11269,2003/1/11 8:27,1,1,1,0,0.048951049,0.062937063,143,0,2,1,1,54,54,54,1
11270,2003/1/10 16:17,1,1,1,0,0.020833333,0.194444444,144,0,2,12,1,53,53,53,0
11275,2003/7/27 12:51,1,2,2,1,0.013605442,0,147,1,4,30,1,5682,4277,5566,0
11278,2003/1/11 10:28,1,1,1,0,0,0,0,0,2,32,1,58,58,58,0
11300,2004/2/19 6:53,1,2,11,0.289064826,0.009852217,0.009852217,36.90909091,0,5,275,0.545454545,9057,5525.333333,8782,1
11314,2003/12/20 11:38,1,1,3,0,0,0,45.33333333,0,1,0,0.333333333,8741,5792.5,8466,1
11324,2003/7/2 6:40,1,75,152,0.912890266,0.026742353,0.017723116,104.3092105,0,6,4018,0.368421053,291,287,291,1
11325,2003/6/22 7:16,1,1,1,0,0.021276596,0.015957447,188,0,3,0,1,352,343.5,352,0
11326,2003/6/22 7:12,1,1,1,0,0.016042781,0.085561497,187,0,3,2,1,351,342.5,351,0
11327,2003/6/20 15:09,1,1,1,0,0.051813472,0.07253886,193,0,3,103,1,325,316.5,325,0
11352,2003/1/11 10:24,1,1,1,0,0.12371134,0.525773196,97,0,2,8,1,57,57,57,0
11359,2004/6/25 12:58,1,1,1,0,0,0,42,0,1,0,1,10777,5289.25,10477,0
11367,2002/11/25 7:07,1,1,2,0,0,0,21.5,0,1,0,0.5,287,287,287,0
11369,2002/11/25 7:07,1,2,4,0,0,0,29.5,0,1,0,0.25,543,543,543,1
11377,2004/2/16 10:12,1,2,3,0.981693383,0.094117647,0.588235294,28.33333333,0,4,110,1,1547,1272,1523,0
11394,2003/1/2 13:49,1,11,15,0.830798018,0.050603983,0.027750571,204.2,1,2,53,0.4,2623,2623,2615,0
11396,2002/11/25 7:07,1,2,4,0,0,0,50.75,0,1,0,0.25,287,287,287,1
11401,2006/4/30 5:18,1,9,20,0.81333573,0.169811321,0.130188679,53,0,6,2379,0.45,17885,5419.361905,16831,0
11412,2004/11/17 19:30,1,3,4,0.604292285,0.622137405,0.106870229,65.5,0,5,37,0.75,1671,753.4333333,1667,0
11418,2004/4/12 13:31,1,1,1,0,0.103448276,0.379310345,29,0,3,0,1,10250,6177.833333,9957,0
11424,2004/1/4 14:28,1,1,1,0,0,0.055555556,36,1,3,5,1,1350,1146.333333,1326,0
11451,2004/8/3 16:39,1,2,2,0.999411065,0.258503401,0.217687075,73.5,0,2,40,1,37,37,37,0
11461,2004/6/25 12:58,1,1,9,0,0,0,40.33333333,0,1,0,0.111111111,10741,5253.25,10441,0
11467,2006/4/30 11:52,1,4,4,0.312335745,0.053669222,0.012048193,456.5,0,2,0,0.25,17913,5447.361905,16858,0
11475,2006/4/30 12:12,1,4,5,0.973917365,0.015025042,0.008347245,359.4,0,2,203,0.6,17918,5452.361905,16863,0
11482,2006/5/16 16:20,1,12,32,0.582757823,0.208860759,0.068565401,29.625,1,7,10340,0.65625,33,33,33,1
11488,2005/10/27 9:23,1,1,1,0,0.184210526,0,38,1,2,6,1,2242,870.55,2236,0
11501,2006/5/6 7:55,1,1,3,0,0,0,39.33333333,0,1,0,0.333333333,18059,5577.438095,17004,0
11527,2004/7/6 17:27,1,3,6,0.771948698,0.054131054,0.028490028,117,1,6,5,0.5,1484,710.9166667,1480,1
11531,2004/6/7 10:37,1,1,1,0,0,0.010416667,96,0,1,6,1,10611,5283.833333,10315,0
11533,2004/6/26 10:32,1,8,10,0.525419118,0.01758794,0.09798995,39.8,0,5,812,0.7,10814,5323.75,10514,0
11535,2004/6/1 12:10,1,1,4,0,0,0,95,0,1,0,0.25,10500,5271.666667,10204,0
11536,2004/11/15 18:45,1,5,9,0.770881247,0.0625,0.071759259,48,0,9,413,0.555555556,12896,5797.533333,12541,0
11542,2004/7/5 12:43,1,1,1,0,0,0,65,0,1,0,1,10889,5319.333333,10589,0
11554,2005/10/9 11:05,1,2,10,0,0,0,77.1,0,1,0,0.1,16336,5922.266667,15744,1
11556,2006/4/30 11:30,1,5,8,0.800302378,0.050895382,0.07068803,265.25,0,2,705,0.875,17909,5443.361905,16854,0
11560,2004/11/29 13:51,1,4,4,0.56644554,0.283828383,0.151815182,75.75,1,2,49,0.75,13384,6183.816667,13027,0
11562,2004/9/15 13:01,1,2,2,0.086968229,1.683229814,1.155279503,80.5,0,4,164,1,11734,5281.666667,11414,1
11574,2003/4/16 11:10,1,1,1,0,0,0,17,0,1,0,1,4578,4578,4555,0
11576,2004/4/12 13:31,1,1,1,0,0,0,5,0,1,0,1,10254,6181.833333,9961,0
11578,2005/7/28 11:50,2,10,28,0.979288829,0.146420824,0.085683297,32.92857143,1,4,528,0.285714286,14673,4640.233333,14673,0
11584,2003/6/22 13:25,1,1,1,0,0.125,0.125,8,0,2,14,1,5259,4344,5226,0
11605,2006/4/13 18:13,2,3,4,0,0,0,26.5,0,1,0,0.25,17696,5305.583333,17696,1
11610,2004/10/31 17:01,1,124,341,0.944848782,0.043972246,0.044579358,67.62463343,0,14,34886,0.296187683,12384,5666.916667,12029,1
11611,2004/10/31 9:40,1,35,64,0.546044964,0.12553893,0.218868882,61.609375,0,10,5619,0.484375,12026,5308.916667,11671,0
11616,2004/1/26 15:29,1,1,1,0,0.111111111,0.055555556,18,1,3,39,1,8883,5571.166667,8608,1
11617,2003/12/18 5:01,1,2,2,0.980798365,0.294117647,0.549019608,25.5,0,3,54,0.5,1219,1042.666667,1197,0
11624,2003/1/12 17:54,1,4,7,0.527040898,0.143382353,0.029411765,38.85714286,1,2,65,0.428571429,147,147,147,1
11625,2003/1/4 10:14,1,1,1,0,0,0,20,0,1,0,1,2667,2667,2659,1
11631,2004/1/4 14:24,1,2,2,0.999525689,0.133333333,0.3,45,0,4,88,0.5,1348,1144.333333,1324,1
11653,2004/2/18 11:27,1,1,1,0,0.010416667,0.03125,96,0,3,89,1,1552,1276,1528,0
11659,2002/11/25 7:07,1,1,1,0,0,0,31,0,1,0,1,591,591,591,1
11661,2004/6/1 12:10,1,1,4,0,0,0,0,0,4,325,0.5,10496,5267.666667,10200,0
11662,2004/5/7 12:06,1,1,1,0,0.247058824,0.458823529,85,0,3,75,1,10364,6042.166667,10068,0
11698,2004/11/13 17:57,1,1,1,0,0,0,48,1,1,0,1,12592,5705.916667,12237,1
11705,2004/10/31 11:17,1,1,1,0,0.16,0.16,25,1,1,128,1,12043,5325.916667,11688,0
11723,2004/11/27 10:32,1,1,1,0,0.117647059,0.117647059,17,1,2,0,1,1693,761.4166667,1689,0
11748,2004/7/3 8:35,1,1,1,0,0,0,12,0,1,0,1,10865,5316.416667,10565,0
11759,2005/8/7 12:53,1,1,1,0,0,0,3,0,1,0,1,15796,5734.333333,15261,0
11765,2005/8/7 12:52,1,1,6,0,0,0,12,0,1,0,0.166666667,15688,5626.333333,15153,0
11773,2005/8/7 12:52,1,1,1,0,0,0,11,0,1,0,1,15699,5637.333333,15164,0
11777,2005/8/7 12:52,1,1,7,0,0,0,6.714285714,0,1,0,0.142857143,15524,5462.333333,14989,0
11781,2006/4/30 5:18,1,1,2,0,0,0,10,0,1,0,0.5,17885,5419.361905,16831,0
11801,2006/5/6 7:48,1,1,1,0,0,0,10,0,1,0,1,18025,5543.438095,16970,0
11817,2006/4/6 14:44,1,1,1,0,0,0,9,1,1,0,1,17427,5071.711905,16424,0
11822,2005/8/7 12:52,1,1,4,0,0,0,15,0,1,0,0.25,15531,5469.333333,14996,0
11825,2006/2/11 16:59,1,2,3,0.509559357,0.527027027,0.364864865,24.66666667,1,2,60,1,16467,4474.828571,15874,1
11837,2006/2/11 16:59,1,1,1,0,0,0,4,1,1,0,1,16471,4478.828571,15878,0
11840,2006/1/24 9:38,1,1,2,0,0,0,13.5,0,1,0,0.5,2346,781.6214286,2340,0
11842,2006/4/9 13:03,1,8,10,0.973010796,0.069817401,0.055853921,93.1,0,6,1022,0.7,17592,5207.797619,16583,0
11843,2005/8/7 12:52,1,1,6,0,0,0,13.5,0,1,0,0.166666667,15718,5656.333333,15183,1
11845,2006/4/16 5:14,1,5,8,0.527765851,0.317700454,0.229954614,82.625,0,9,1048,0.625,17803,5409.845238,16766,1
11851,2006/3/20 14:00,2,4,4,0.197289973,0.411375661,0.30026455,189,0,1,289,1,16897,4577.388095,16897,1
11856,2006/4/9 13:03,1,1,1,0,0,0,12,0,1,0,1,17592,5207.797619,16583,0
11869,2006/5/25 7:09,1,1,3,0,0,0,10,0,1,0,0.333333333,18186,5553.421429,17126,0
11882,2005/9/4 9:02,1,1,4,0,0,0,5.25,0,1,0,0.25,16211,5896.4,15621,0
11884,2005/8/7 12:52,1,1,1,0,0,0,4,0,1,0,1,15728,5666.333333,15193,0
11886,2005/9/4 9:43,1,1,1,0,0,0,5,0,1,0,1,16226,5911.4,15635,0
11888,2006/3/20 14:00,2,3,4,0,0,0,21.5,0,1,0,0.25,16882,4562.388095,16882,0
11890,2005/8/6 11:53,1,1,1,0,0,0,3,0,1,0,1,14953,4893.45,14432,0
11907,2005/8/6 11:52,1,1,4,0,0,0,9.25,0,1,0,0.25,14895,4835.45,14374,0
11908,2005/8/7 12:52,1,2,3,0.615529162,3.78358209,3.78358209,44.66666667,0,2,65,0.666666667,15531,5469.333333,14996,1
11911,2005/8/6 11:53,1,2,2,0,0,0,6,0,1,0,0.5,14984,4924.45,14463,0
11925,2005/8/15 14:50,1,2,5,0,0,0,21.6,1,1,0,0.2,15870,5711.833333,15284,0
11926,2005/9/4 9:43,1,2,8,0.216674141,0.214285714,0.321428571,7,0,1,120,0.5,16219,5904.4,15629,0
11937,2004/2/4 9:57,1,1,1,0,4.444444444,4.222222222,27,0,2,0,1,1385,1110,1361,1
11939,2004/1/31 8:35,1,1,1,0,0.259259259,0.037037037,27,0,1,70,1,1384,1109,1360,1
11941,2005/6/18 20:16,1,1,1,0,0.5,0,36,0,3,424,1,133,110,104,0
11945,2004/2/5 11:52,1,1,1,0,1.076923077,0,13,0,1,1,1,1415,1140,1391,0
11946,2004/2/4 11:17,1,1,1,0,0,0,13,0,1,0,1,1386,1111,1362,1
11954,2003/3/11 9:40,1,1,2,0,0,0,37.5,0,1,0,0.5,392,392,392,1
11959,2003/10/30 16:31,1,1,1,0,0.114583333,0.0625,96,1,3,6,1,8,8,7,0
11962,2003/9/8 8:44,1,4,5,0.480804614,0.087873462,0.056239016,113.8,0,3,30,1,6227,4427.5,6106,1
11968,2003/3/11 9:41,1,1,1,0,0.2,4.88,25,0,2,34,1,396,396,396,0
11970,2003/1/27 15:36,1,1,4,0,0,0,78.25,0,1,0,0.25,2784,2784,2775,0
11981,2003/9/7 16:54,1,1,1,0,0.166666667,0,60,0,2,154,1,6204,4416.5,6083,0
11986,2003/5/6 12:34,1,1,1,0,0,0,0,0,2,38,1,180,180,180,0
11987,2003/3/29 13:21,1,2,3,0,0,0,11,1,1,0,0.333333333,4186,4186,4166,0
11995,2003/11/20 11:24,2,15,95,0.893723168,0.2514777,0.19102633,39.17894737,0,6,146,0.052631579,7666,5123.5,7666,0
12003,2003/7/21 17:16,1,1,1,0,0.375,0.375,72,1,2,106,1,5653,4263.5,5548,0
12006,2003/3/11 13:15,1,1,2,0.843949124,0.598684211,0.006578947,76,0,2,0,1,3430,3430,3420,0
12007,2003/3/11 9:41,1,1,3,0,0,0,37.66666667,0,1,0,0.333333333,396,396,396,1
12012,2004/8/25 17:09,1,3,3,0.341442201,0.161764706,0.147058824,68,0,5,191,1,11505,5188.833333,11186,0
12016,2003/10/4 16:54,1,5,6,0.791439582,0.011131725,0.012987013,89.83333333,0,5,314,0.666666667,409,409,409,0
12030,2004/2/4 11:17,1,5,9,0.64358523,0.718032787,0.813114754,33.88888889,0,6,619,0.555555556,1395,1120,1371,1
12034,2003/11/16 12:58,1,7,20,0.773262049,0.216551724,0.242758621,36.25,0,6,199,0.4,672,542.5,672,0
12040,2003/9/14 6:55,1,1,1,0,0,0,13,0,1,0,1,6362,4562.5,6241,0
12055,2003/7/30 7:40,1,21,27,0.926162456,0.021276596,0.061035891,172.3333333,1,7,534,0.814814815,527,492.5,527,0
12058,2003/6/22 8:32,1,1,1,0,0.157894737,0.131578947,38,1,2,7,1,355,346.5,355,1
12060,2003/6/15 14:46,1,2,3,0,0,0,16,0,1,0,0.333333333,5061,4231.5,5029,1
12078,2005/9/12 13:52,1,1,2,0,0,0,36,1,1,0,0.5,16235,5907.683333,15644,0
12105,2005/10/9 11:05,1,2,2,0,0,0,698.5,0,1,0,0.5,16362,5948.266667,15770,1
12120,2004/2/6 17:55,1,15,33,0.800862371,0.138287865,0.103794293,96.63636364,0,7,1213,0.333333333,1525,1250,1501,1
12124,2004/1/3 19:00,1,1,1,0,0.14893617,0.070921986,141,1,4,43,1,505,476.5,503,0
12128,2003/7/16 10:52,1,1,1,0,0.214285714,0.117346939,196,0,3,14,1,665,590.5,664,0
12129,2003/7/2 6:53,1,1,1,0,0.0591133,0,203,1,3,2,1,292,288,292,0
12130,2003/6/30 5:10,1,1,1,0,0.005102041,0,196,1,3,1,1,661,603,660,0
12131,2003/6/29 7:10,1,1,1,0,0.025641026,0.005128205,195,0,3,5,1,657,599,656,0
12138,2003/6/13 16:11,1,2,8,0,0,0,40,0,1,0,0.125,5015,4186,4983,0
12155,2003/9/10 6:45,1,1,3,0.829243901,0.319672131,0,40.66666667,0,2,531,0.666666667,6310,4510.5,6189,0
12158,2003/2/13 6:07,1,4,6,0.826008394,0.213367609,0.155526992,129.6666667,1,2,40,0.666666667,3383,3383,3373,1
