transactionid,commitdate,ns,nm,nf,entropy,la,ld,lt,fix,ndev,pd,npt,exp,rexp,sexp,bug
2381,2002/7/9 19:40,1,1,2,0.877962001,0.014723204,0.007067138,849,1,18,130,1,215,215,208,0
2382,2002/6/30 23:30,1,1,2,0.468995594,0,0.004042037,1237,1,21,106,1,204,204,197,0
2384,2002/6/3 22:39,1,1,1,0,0.006377551,0,1568,1,17,26,1,118,118,111,0
2385,2002/6/2 13:32,1,1,1,0,0.000639386,0.000639386,1564,1,17,25,1,400,235.1666667,376,0
2386,2002/5/20 23:37,1,1,1,0,0.02685422,0.007672634,1564,1,17,12,1,985,811.65,928,0
2387,2002/5/13 11:33,1,1,1,0,0.001295337,0,1544,1,17,5,1,6,6,6,0
2388,2002/5/9 15:26,1,1,1,0,0.012953368,0.007772021,1544,1,16,1,1,893,739.65,844,0
2390,2002/9/22 12:06,1,1,5,0.916969468,0.00297619,0.004807692,873.6,1,25,536,0.8,548,548,489,0
2391,2002/9/21 23:53,1,1,6,0.843575928,0.007712604,0.007509641,821.1666667,1,25,643,0.833333333,543,543,484,0
2394,2002/9/20 22:16,1,1,1,0,0.001026694,0,1948,1,20,73,1,506,506,451,0
2397,2002/9/10 16:05,1,1,1,0,0.003064351,0.002553626,1958,1,20,63,1,489,489,439,0
2400,2002/9/3 13:37,2,2,3,0.884614874,0.002968338,0.002638522,1010.666667,1,20,174,1,455,455,442,0
2402,2002/8/28 9:58,1,1,1,0,0.079340546,0.078825348,1941,0,20,50,1,430,430,395,0
2403,2002/8/27 10:12,1,1,1,0,0.00309119,0.002060793,1941,0,20,49,1,429,429,394,0
2404,2002/8/27 9:09,1,1,2,0.086312457,0.127241963,0.12250423,1477.5,0,24,105,1,426,426,391,0
2405,2002/8/27 7:52,1,1,2,0.918295834,0.003050847,0.001016949,1475,1,24,105,1,424,424,389,0
2407,2002/8/27 0:42,1,1,1,0,0.017571059,0.002583979,1935,1,20,49,1,359,359,335,0
2408,2002/8/26 22:02,1,1,1,0,0.0041841,0,1912,0,19,48,1,355,355,332,0
2409,2002/8/26 12:52,1,1,1,0,0.003149606,0.000524934,1905,0,19,48,1,352,352,330,0
2410,2002/8/26 12:42,1,1,1,0,0.002099738,0.001049869,1905,1,19,48,1,351,351,329,0
2411,2002/8/25 23:12,1,1,1,0,0.013662638,0,1903,0,19,47,1,348,348,326,0
2412,2002/8/25 22:27,1,1,1,0,0.001063264,0,1881,0,19,47,1,347,347,325,0
2414,2002/8/20 10:39,1,1,1,0,0.017344173,0,1845,0,19,42,1,319,319,304,0
2415,2002/8/18 17:18,1,1,3,0.69136983,0.003877125,0.002684163,1117.666667,0,24,198,1,309,309,295,0
2416,2002/8/18 16:50,1,1,2,0.522559375,0.006833713,0.000911162,1097.5,0,22,92,1,305,305,291,0
2418,2002/8/18 0:59,2,2,3,0.549345097,0.002339181,0.012475634,855,0,24,117,1,290,290,285,0
2419,2002/8/17 17:38,2,2,3,0.621821403,0.013234841,0.001231148,1083,1,23,91,1,285,285,280,0
2420,2002/8/17 11:43,1,1,5,0.785854971,0.004680617,0.004129956,726.4,1,21,397,0.8,281,281,271,0
2421,2002/8/13 15:56,1,1,1,0,0.026967529,0.025866813,1817,1,19,35,1,272,272,262,0
2424,2002/8/5 2:01,1,1,2,0.924133542,0.009110629,0.015184382,1152.5,1,21,125,1,240,240,233,0
2430,2002/8/2 0:27,1,1,4,0.811035078,0.00572337,0.00572337,786.25,0,24,125,1,170,170,164,0
2431,2002/7/29 19:13,1,1,1,0,0.002901915,0.000580383,1723,1,19,20,1,149,149,143,0
2435,2002/7/25 1:56,1,1,3,0.719879969,0.009692132,0.000570125,1169.333333,1,23,61,1,59,59,59,0
2436,2002/7/24 12:28,1,1,1,0,0.000591366,0.000591366,1691,0,19,15,1,55,55,55,0
2437,2002/7/20 16:38,1,1,2,0.182138465,0.027514659,0.037889039,1108.5,0,19,60,1,16,16,16,0
2439,2002/7/17 22:34,1,1,1,0,0.112359551,0.035481963,1691,0,19,8,1,1,1,1,0
2440,2002/8/2 0:28,1,1,4,0.811035078,0.005519779,0.005519779,815.25,0,24,125,1,174,174,168,0
2441,2002/7/30 15:54,1,1,3,0.742591846,0.012606274,0.002638522,1137,0,23,140,1,162,162,156,0
2442,2002/7/29 19:11,1,1,1,0,0.002826456,0.000565291,1769,1,19,20,1,148,148,142,0
2445,2002/7/28 17:16,1,1,1,0,0.001155402,0.001155402,1731,1,19,19,1,89,89,89,0
2446,2002/7/28 8:32,1,1,3,0.588093032,0.07664112,0.003332223,1000.333333,1,21,199,0.666666667,87,87,87,0
2447,2002/7/27 19:33,1,1,2,0.918295834,0.005545287,0,1352.5,1,23,43,1,82,82,82,0
2448,2003/7/17 20:59,1,1,1,0,1.792225821,0.000462749,2161,0,22,207,1,134,89.25,102,0
2454,2005/7/8 1:36,2,2,4,0.844820122,0.006005338,0.00155694,1124,1,37,1627,1,487,487,476,0
2455,2005/6/25 8:15,1,1,2,0.155103272,0.026928191,0.002659574,1504,1,34,806,1,161,161,114,0
2456,2005/3/22 19:42,1,1,1,0,0.010705789,0.00555115,2522,1,31,255,1,299,299,157,0
2457,2005/3/22 18:49,1,1,1,0,0.000396983,0.005160778,2519,1,31,255,1,18,18,13,0
2458,2005/3/22 16:01,1,1,1,0,0.005142405,0.00039557,2528,1,31,255,1,13,13,11,0
2460,2005/2/24 22:19,1,1,2,0.650022422,0.006209344,0.002661147,1691,1,35,479,1,122,122,76,0
2461,2005/2/24 18:57,1,1,1,0,0.004775169,0.000397931,2513,1,30,229,1,196,196,144,0
2462,2005/2/9 12:21,1,1,1,0,0.002391391,0.00079713,2509,1,29,214,1,163,163,118,0
2463,2005/1/14 4:51,1,1,1,0,0.003188521,0.001594261,2509,1,29,188,1,32,13.43333333,29,0
2464,2005/1/13 22:42,1,1,1,0,0.011173184,0.000399042,2506,1,29,187,1,53,46,32,0
2465,2005/1/13 13:02,1,1,1,0,0.003216727,0.001206273,2487,1,29,187,1,36,36,26,0
2466,2005/1/12 11:38,1,1,1,0,0.000402253,0.00160901,2486,1,29,186,1,29,29,21,0
2467,2005/1/8 13:10,1,1,1,0,0.000804182,0.003618818,2487,1,29,182,1,262,199.5,208,0
2469,2004/12/27 5:18,1,1,1,0,0.001622718,0.001622718,2465,1,28,170,1,246,187.8333333,199,0
2470,2004/12/25 14:17,1,1,1,0,0.005273834,0.007707911,2465,1,28,168,1,241,182.8333333,194,0
2471,2004/12/13 20:49,1,1,1,0,0.000809389,0.000809389,2471,1,28,156,1,232,175.3333333,187,0
2472,2004/12/13 20:41,1,1,1,0,0.00364225,0,2471,1,28,156,1,231,174.3333333,186,0
2473,2004/12/13 20:27,1,1,1,0,0.01945683,0,2467,1,28,156,1,228,171.3333333,183,0
2474,2004/12/10 16:57,1,1,1,0,0.002053388,0.004517454,2435,1,28,153,1,463,112.440873,418,0
2475,2004/12/10 9:28,1,1,1,0,0.00738613,0.004924087,2437,1,28,153,1,219,162.8333333,174,0
2476,2004/11/5 3:53,1,1,1,0,0.000410846,0.000410846,2434,1,28,118,1,168,116.1666667,134,0
2477,2004/10/19 16:33,1,1,1,0,0.003697617,0.001232539,2434,1,28,101,1,160,110,130,0
2478,2004/10/9 16:21,1,1,1,0,0.000411353,0.000411353,2431,1,28,91,1,155,109.5,125,0
2479,2004/9/29 19:40,1,1,1,0,0.004113534,0.00370218,2431,1,28,81,1,150,109.5,123,0
2480,2004/9/14 20:59,1,1,1,0,0.000822707,0.000822707,2431,1,27,66,1,31,31,19,0
2483,2004/9/3 6:06,1,1,1,0,0.000411015,0.000411015,2433,1,27,55,1,141,113,116,0
2486,2004/7/16 18:21,1,1,1,0,0.00041632,0.00041632,2402,1,27,6,1,13,13,9,0
2488,2006/8/4 17:19,1,1,1,0,0.000393082,0.000393082,2544,1,37,393,1,342,342,167,0
2490,2006/1/12 2:13,1,1,1,0,0.004724409,0.002755906,2540,1,33,189,1,668,408,319,0
2491,2006/1/8 14:54,2,2,4,0.775810288,0.008309592,0.000474834,1053,1,38,763,1,21,21,21,0
2494,2005/12/23 4:27,1,1,1,0,0.020366599,0.031771894,2455,1,33,169,1,658,437.5,315,0
2495,2005/12/22 21:48,1,1,1,0,0.031707317,0.020325203,2460,1,33,168,1,935,853.5,607,0
2496,2005/12/12 23:53,1,1,1,0,0.001221996,0.001629328,2455,1,33,158,1,650,430.5,313,0
2497,2005/12/12 3:03,1,1,1,0,0.000814332,0,2456,1,33,158,1,12,12,7,0
2498,2005/12/11 22:02,1,1,1,0,0.003667482,0.000407498,2454,1,33,157,1,893,827.5,583,0
2499,2005/12/2 17:07,1,1,1,0,0.006535948,0.00245098,2448,1,33,148,1,879,817,576,0
2500,2005/11/30 7:53,1,1,1,0,0.001639344,0.003688525,2440,1,33,146,1,874,812,571,0
2501,2005/11/19 19:00,2,2,2,0.57700425,0.009416196,0.009792844,1327.5,1,34,364,1,9,9,7,0
2503,2005/9/12 6:51,1,1,1,0,0.001244813,0.001659751,2410,1,31,67,1,574,574,381,0
2504,2005/8/22 21:06,1,1,1,0,0.0124533,0.00954753,2409,1,31,46,1,595,553,292,0
2506,2005/8/17 14:18,2,2,3,0.364373718,0.045562734,0.027881673,980.3333333,1,36,209,1,589,554.5,574,0
2508,2005/8/5 19:49,2,2,2,1,0.000812018,0.000812018,1231.5,1,31,954,1,83,44,52,0
2511,2005/7/11 13:39,2,2,2,0.591672779,0.002887897,0.000787608,1904.5,1,31,25,1,903,220.6,883,0
2516,2006/9/3 15:16,1,1,1,0,0.009073724,0.000756144,2645,1,37,236,1,417,417,201,0
2517,2006/8/3 20:25,1,1,1,0,0.000380084,0.000380084,2631,1,37,205,1,332,332,164,0
2519,2006/7/3 17:46,1,1,1,0,0.000761325,0.000380662,2627,1,36,174,1,193,193,92,0
2520,2006/6/19 9:18,1,1,1,0,0.000380807,0.000380807,2626,1,36,160,1,24,24,21,0
2521,2006/6/19 8:48,1,1,1,0,0.000380807,0.000380807,2626,1,36,160,1,22,22,19,0
2522,2006/6/19 8:40,1,1,1,0,0.000380807,0.000380807,2626,1,36,160,1,18,18,15,0
2523,2006/6/19 8:35,1,1,1,0,0.000380807,0.000380807,2626,1,36,160,1,16,16,13,0
2524,2006/6/19 8:28,1,1,1,0,0.000761615,0.000761615,2626,1,36,160,1,14,14,11,0
2525,2006/6/19 8:24,1,1,1,0,0.000761615,0.000761615,2626,1,36,160,1,12,12,9,0
2526,2006/6/19 8:18,1,1,1,0,0.000380807,0.000380807,2626,1,36,160,1,10,10,7,0
2527,2006/6/7 16:25,1,1,1,0,0.000761615,0.000761615,2626,1,35,148,1,2,2,1,0
2529,2006/7/17 15:57,1,1,2,0.985228136,0.009957326,0,351.5,1,36,18,1,230,230,117,0
2531,2006/7/3 17:26,3,8,53,0.891910821,0.018678234,0.015718295,369.7169811,1,47,649,0.320754717,134,134,133,1
2540,2005/1/16 15:27,2,2,4,0.951761985,0.007662835,0.005747126,391.5,1,33,9,0.5,314,251,298,1
2542,2004/12/5 9:24,1,1,1,0,0.051948052,0.012987013,77,1,19,73,1,193,137.3333333,153,1
2543,2004/9/23 20:53,1,1,1,0,0.066666667,0.026666667,75,1,19,34,1,217,61.57380952,166,0
2545,2004/4/17 2:04,1,1,1,0,0.014285714,0.014285714,70,1,19,16,1,670,218.5809524,589,0
2546,2004/4/1 18:44,1,1,1,0,0.128571429,0.128571429,70,1,19,6,1,96,90.5,80,1
2548,2003/11/19 1:29,1,1,1,0,0.154929577,0.014084507,71,1,19,5,1,16,7.333333333,15,1
2549,2003/11/14 5:22,1,1,1,0,0.029411765,0.014705882,68,1,18,185,1,18,18,17,1
2550,2003/5/13 0:59,1,1,2,0.811278124,0.008163265,0,245,1,26,14,1,673,362.5,597,1
2558,2002/7/26 16:37,1,1,1,0,0.210526316,0.49122807,57,1,13,29,1,217,188.0833333,210,1
2561,2002/6/7 12:39,1,1,1,0,0.03030303,0,66,1,13,44,1,1053,868.1,993,0
2564,2002/1/31 18:46,1,1,1,0,0.013513514,0,74,1,11,0,1,15,15,14,1
2565,2002/1/31 15:12,1,1,1,0,0.616438356,0.479452055,73,1,10,12,1,147,127.5,132,1
2567,2001/11/26 18:29,1,1,1,0,0.0125,0.0125,80,1,9,45,1,39,39,37,1
2570,2000/8/31 14:19,1,1,1,0,0.012987013,0.012987013,77,1,7,1,1,81,81,65,1
2571,2000/8/30 19:01,1,1,1,0,0.025974026,0,77,1,7,208,1,77,77,61,1
2573,2000/1/17 17:53,1,1,1,0,0.015873016,0.015873016,63,0,5,3,1,266,235,262,0
2581,1998/11/16 14:43,1,1,17,0.76601784,0.122364803,0.108615949,128.3529412,1,3,812,0.588235294,111,111,111,1
2583,1998/8/28 16:19,1,1,3,0.787120357,0.005093379,0.049235993,196.3333333,0,1,3,0.333333333,28,28,28,0
2585,1998/8/26 2:14,1,1,3,0,0,0,79.33333333,1,1,0,0.333333333,6,6,6,1
2588,1998/11/10 17:16,1,1,2,0.994030211,0.231578947,0.231578947,47.5,0,2,130,1,6,6,6,0
2605,2004/12/5 9:24,1,1,1,0,0.058823529,0.014705882,68,1,19,1027,1,195,139.3333333,155,0
2608,2002/6/7 12:38,1,1,1,0,0.03030303,0,66,1,13,115,1,1052,867.1,992,0
2613,2005/7/7 23:44,1,1,2,0.896038233,0.020761246,0.006920415,289,1,32,827,1,468,468,238,0
2615,2004/12/5 9:24,1,1,1,0,0.066666667,0.026666667,75,1,19,248,1,194,138.3333333,154,0
2616,2004/9/23 20:53,1,1,1,0,0.068493151,0.02739726,73,1,19,175,1,217,61.57380952,166,0
2619,2006/7/18 17:20,2,2,4,0.203283209,0.00877193,0.042397661,513,1,28,28,1,240,240,229,1
2620,2006/7/13 14:00,1,1,3,0.605919408,0.246298789,0.115746972,247.6666667,1,30,27,0.666666667,1467,942.6666667,922,1
2623,2006/6/19 16:15,2,4,38,0.878719163,0.023657871,0.041583258,289.2105263,1,44,2143,0.868421053,1348,861.5,1297,1
2625,2006/6/14 17:45,1,1,1,0,0.007142857,0.007142857,280,1,22,69,1,1280,804.6666667,794,0
2628,2005/12/22 21:01,2,3,4,0.946833372,0.016592214,0.004467135,391.75,1,24,119,1,929,847.5,901,1
2630,2005/7/19 10:33,2,2,2,0.684038436,0.004251701,0.005102041,588,1,23,113,1,229,229,220,0
2634,2004/10/20 19:00,1,1,1,0,0.003816794,0.003816794,262,1,20,52,1,223,64.57142857,170,0
2636,2004/6/22 4:00,1,1,1,0,0.014652015,0.014652015,273,1,20,26,1,107,94.5,89,0
2637,2004/5/27 5:21,1,1,1,0,0.076923077,0.04029304,273,1,19,62,1,3,3,2,1
2639,2004/2/11 18:41,1,1,1,0,0.033707865,0.003745318,267,1,17,20,1,431,146.1142857,391,1
2642,2003/11/2 10:22,2,2,2,0.845350937,0.00524109,0.006289308,477,1,19,179,1,408,141.95,403,0
2644,2003/4/21 11:08,1,1,1,0,0.009174312,0.004587156,218,1,17,21,1,536,208.2833333,486,0
2645,2003/3/31 17:33,1,1,1,0,0.922374429,0.02283105,219,1,17,5,1,375,200.5833333,352,1
2648,2003/1/14 15:00,1,1,1,0,0.047169811,0.009433962,106,1,14,25,1,485,371,415,1
2650,2002/12/13 6:01,1,1,1,0,0.009615385,0.009615385,104,1,14,39,1,496,236,454,0
2657,2001/4/6 14:19,1,1,3,0.345955766,0.202739726,0.123287671,243.3333333,1,14,53,1,5,5,5,1
2658,2001/3/9 20:47,1,1,1,0,0.632183908,0.689655172,87,0,9,50,1,14,14,14,1
2660,2000/12/14 12:52,1,1,1,0,0.053191489,0.042553191,94,0,9,9,1,7,7,7,0
2661,2000/12/5 17:36,1,1,2,0.997502546,0.013313609,0.01183432,338,1,14,62,1,2,2,2,0
2662,2000/10/30 18:23,1,1,1,0,0.021276596,0.021276596,94,0,8,0,1,32,31.5,32,1
2665,2000/9/12 17:35,1,1,1,0,0.106382979,0.063829787,47,1,7,81,1,87,87,71,0
2666,2000/6/23 14:59,1,1,2,0.938315352,0.038590604,0.013422819,298,1,11,294,1,20,20,19,1
2669,1999/3/5 15:05,1,1,1,0,0.081081081,0.189189189,37,1,3,0,1,191,169.5,191,1
2670,1999/3/5 14:48,1,1,1,0,1.275,1.55,40,1,3,116,1,190,168.5,190,1
2672,1998/10/27 5:43,1,1,1,0,0.078431373,0.098039216,51,0,1,1,1,8,8,8,1
2673,1998/10/26 15:15,1,1,1,0,0,0,51,0,1,0,1,6,6,6,1
2680,2005/7/19 10:40,1,1,1,0,0.011111111,0.011111111,90,1,22,1552,1,233,233,155,0
2681,2003/11/2 22:44,1,1,1,0,0.022222222,0.022222222,90,1,17,927,1,597,188.9,536,0
2682,2002/12/13 6:02,1,1,1,0,0.011111111,0.011111111,90,1,14,603,1,497,237,455,0
2683,2002/12/13 6:03,1,1,1,0,0.011111111,0.011111111,90,1,14,603,1,498,238,456,0
2688,2004/10/20 19:00,1,1,1,0,0.003816794,0.003816794,262,1,20,146,1,223,64.57142857,170,0
2690,2005/12/22 21:08,2,3,4,0.946833372,0.016785023,0.004519045,387.25,1,24,855,0.75,933,851.5,905,0
2692,2005/7/19 10:35,1,1,1,0,0.014981273,0.018726592,267,1,22,149,1,230,230,153,0
2693,2006/10/17 0:41,1,1,1,0,0.347826087,0.043478261,46,1,7,106,1,551,551,249,0
2694,2006/7/3 17:42,3,8,57,0.803811411,0.000445038,0.004648173,354.7894737,1,47,39,0.052631579,191,191,190,1
2700,2006/3/8 19:08,2,3,13,0.91874006,0.007320644,0.010086221,472.8461538,1,40,182,0.461538462,727,385.8333333,708,1
2702,2006/3/2 18:50,2,2,9,0.788206982,0.016687737,0.023767383,439.4444444,1,39,366,0.888888889,696,364.6666667,677,1
2704,2005/9/30 21:04,1,1,1,0,0,0.020408163,49,1,6,0,1,620,469.5,298,0
2705,2005/9/30 18:14,1,1,1,0,0.74,0.34,50,1,6,28,1,620,609,411,1
2707,2005/8/25 10:02,2,2,13,0.637950543,0.033605528,0.022927136,244.9230769,1,38,136,0.692307692,495,495,480,1
2708,2005/8/9 21:30,3,3,55,0.888465699,0.007088415,0.008917683,238.5454545,1,41,5235,0.709090909,409,409,400,1
2709,2005/2/16 17:30,1,1,1,0,0,0.023809524,42,1,5,0,1,18,18,10,0
2711,2005/2/1 11:26,2,2,4,0.656794882,0.034345048,0.017571885,313,1,32,384,1,108,108,104,1
2715,2003/4/30 17:23,1,1,1,0,0.048780488,0.024390244,41,1,1,1,1,172,92.5,144,0
2716,2003/4/29 19:14,1,1,1,0,0,0,40,1,1,0,1,171,91.5,143,1
2717,2005/9/30 18:21,1,1,1,0,0.647058824,0.294117647,51,1,6,553,1,622,611,413,0
2718,2005/9/30 21:09,1,1,1,0,0,0.02,50,1,6,226,1,621,470.5,299,0
2719,2005/9/30 18:20,1,1,1,0,0.647058824,0.294117647,51,1,6,226,1,621,610,412,0
2737,2005/12/20 17:16,2,2,3,1,0.005389222,0.001796407,556.6666667,1,28,66,1,918,841,890,1
2739,2005/8/15 13:43,2,2,10,0.81444255,0.011731392,0.006877023,494.4,1,36,32,0.4,446,446,431,1
2741,2005/7/27 16:15,1,1,1,0,0.425,0.3,40,1,23,7,1,315,315,200,1
2743,2005/7/10 20:40,2,2,3,0.882895126,0.021702838,0.021702838,199.6666667,1,33,152,1,204,204,195,0
2744,2005/5/19 15:35,1,1,1,0,0.055555556,0.027777778,36,1,23,50,1,115,115,77,0
2745,2005/3/30 4:57,1,1,1,0,0.4,0.285714286,35,1,23,22,1,20,20,15,1
2747,2005/2/9 1:42,2,3,7,0.61415971,0.021825397,0.015873016,360,1,32,55,0.571428571,161,161,155,1
2748,2005/1/31 16:04,2,3,4,0.670006501,0.033887862,0.016019717,405.75,1,31,414,1,103,103,99,1
2751,2004/2/24 7:25,1,1,1,0,0.057142857,0.085714286,35,1,20,90,1,35,35,28,0
2758,2002/8/30 11:24,1,1,2,0.391243564,0.011185682,0.003355705,447,1,23,5,1,23,23,23,1
2760,2002/7/11 15:24,1,1,1,0,0.026315789,0.026315789,38,1,14,24,1,9,9,9,1
2762,2002/4/24 3:28,1,1,1,0,0.027027027,0.027027027,37,1,13,0,1,119,95.33333333,116,0
2764,2002/4/16 22:55,1,1,1,0,0.026315789,0,38,1,13,15,1,68,56,66,1
2767,2002/1/29 18:26,1,1,2,0.517961871,0.062992126,0.062992126,444.5,1,20,17,1,52,41.16666667,51,1
2770,2001/10/5 15:38,1,1,1,0,0.016949153,0.016949153,59,1,9,12,1,67,67,66,0
2771,2001/9/23 13:20,1,1,2,0.985228136,0.00896861,0.006726457,223,1,10,148,0.5,13,13,8,1
2773,2001/3/9 16:41,1,1,1,0,0.037037037,0.074074074,54,1,6,175,1,131,88.5,114,0
2775,2000/8/30 18:42,1,1,1,0,0.02,0.04,50,1,6,76,1,75,75,59,1
2776,2000/6/15 1:07,1,1,1,0,0.019607843,0.019607843,51,1,5,153,1,11,11,11,0
2781,1999/5/7 18:07,1,1,2,0.266764988,0.09703504,0.080862534,185.5,0,4,52,1,13,13,13,1
2782,1999/3/26 21:28,1,1,3,0.123604988,0.029577465,0.016901408,236.6666667,0,4,6,1,225,186.5,225,1
2800,2004/2/27 5:50,1,1,1,0,0.105263158,0.052631579,38,1,20,674,1,39,39,31,0
2802,2002/8/30 11:29,1,1,2,0.391243564,0.010570825,0.003171247,473,1,23,242,1,25,25,25,0
2803,2002/7/11 15:25,1,1,1,0,0.026315789,0.026315789,38,1,14,78,1,10,10,10,0
2807,2005/5/19 15:40,1,1,1,0,0.083333333,0.027777778,36,1,23,450,1,116,116,78,0
2808,2005/3/30 5:02,1,1,1,0,0.4,0.285714286,35,1,23,400,1,21,21,16,0
2809,2005/7/27 16:18,1,1,1,0,0.447368421,0.315789474,38,1,23,119,1,316,316,201,0
2810,2002/1/30 13:08,1,1,1,0,0,0,0,1,12,11,1,47,47,45,0
2812,2001/10/18 17:28,1,1,2,0.650022422,0.008421053,0.004210526,237.5,1,18,49,1,39,31.5,39,1
2813,2001/9/5 23:20,1,1,1,0,0.061538462,0.184615385,65,1,10,155,1,150,150,143,1
2814,2001/4/3 16:42,1,1,1,0,0.014285714,0.014285714,70,1,9,15,1,60,46.5,58,0
2815,2001/3/19 15:02,1,1,1,0,0.042857143,0.014285714,70,1,8,306,1,1,1,1,0
2820,1999/8/4 13:36,1,1,1,0,0.045454545,0,66,0,4,43,1,3,3,3,0
2825,1999/4/17 22:44,1,1,1,0,0.03125,0,64,0,1,9,1,232,186.5,232,0
2826,1999/4/8 10:40,1,1,2,0,0,0,38.5,1,1,0,0.5,229,187.5,229,1
2827,2000/6/2 10:19,1,1,1,0,0.0125,0.0125,80,1,7,140,1,133,133,129,0
2832,2001/10/21 0:31,2,2,9,0.761075529,0.031338028,0.01971831,315.5555556,1,18,298,0.888888889,204,191.5,197,0
2843,2002/8/8 20:09,1,1,1,0,0,0,0,0,13,337,1,447,245.1666667,413,0
2844,2000/5/11 12:28,1,1,1,0,0,0,0,0,1,0,1,31,31,27,0
2845,2000/5/11 12:28,1,1,1,0,1.845188285,0,478,0,1,0,1,31,31,27,0
2846,2006/8/19 19:02,1,1,1,0,0,0,0,1,3,17,1,1566,985.8333333,964,0
2848,2006/7/25 19:20,2,3,11,0.578924771,0.006332825,0.009264689,775.1818182,1,43,152,0.818181818,270,270,259,1
2853,2006/1/6 9:22,1,1,1,0,0,0,40,1,1,0,1,265,71.50396825,193,1
2854,2005/10/12 4:51,1,1,3,0,1.15942029,1.376811594,23,1,30,60,0.666666667,645,611.5,429,1
2855,2005/10/6 17:06,1,1,1,0,0,0.008411215,1070,1,30,45,1,630,601,417,0
2856,2005/8/22 17:26,1,1,1,0,0.00185701,0,1077,1,30,1,1,473,473,317,0
2859,2005/8/4 7:51,2,2,5,0.667350731,0.033212833,0.001807501,885.2,1,36,59,0.8,336,336,325,1
2860,2005/7/29 20:46,1,1,3,0.944443368,0.011447651,0.000476985,1397.666667,1,36,33,1,240,57.93769841,179,1
2861,2005/7/27 15:52,1,1,1,0,0.000968054,0.000968054,1033,1,30,28,1,311,311,196,0
2862,2005/6/29 18:18,1,1,2,0.650022422,0.00384369,0.00384369,780.5,1,32,9,1,168,168,120,0
2864,2005/6/2 17:24,1,1,2,0.954434003,0.005612722,0.001870907,534.5,1,31,115,1,122,122,83,0
2865,2005/4/7 4:08,1,1,1,0,0.003875969,0.003875969,1032,1,30,22,1,33,33,25,0
2867,2005/3/15 11:44,2,2,3,0.949044463,0.02,0.005625,533.3333333,1,32,17,1,264,264,255,1
2869,2005/3/9 12:10,2,2,3,0.815620063,0.005268704,0.006322445,1265.333333,1,35,11,1,237,237,229,1
2870,2005/3/7 13:11,2,2,3,0.522458125,0.021332172,0.022638224,765.6666667,1,33,2,1,226,226,218,1
2874,2005/2/24 15:36,1,1,1,0,0.000980392,0.000980392,1020,1,29,4,1,193,193,141,0
2876,2005/2/15 16:51,1,1,2,0.965636133,0.017306245,0,664.5,1,32,20,1,175,175,126,1
2877,2005/2/2 11:06,2,2,3,0.982141033,0.005169867,0.005169867,451.3333333,1,30,18,1,121,121,116,0
2881,2005/1/16 8:09,2,4,4,0.773612131,0.064387917,0,314.5,1,30,288,1,279,216,265,1
2882,2004/12/9 5:54,1,1,1,0,0.007423118,0.005302227,943,1,28,7,1,215,158.8333333,170,0
2883,2004/12/2 17:24,1,1,1,0,0.002125399,0.002125399,941,1,28,69,1,187,131.6666667,148,0
2888,2004/8/11 9:53,2,4,6,0.702015602,0.019538606,0.000706215,708,1,32,41,0.833333333,861,340.05,842,1
2889,2004/8/11 1:08,2,2,2,0.64293835,0.036912752,0,745,1,28,21,1,855,334.05,836,1
2892,2004/7/11 23:48,3,7,15,0.550244305,0.01695279,0.038841202,310.6666667,1,32,0,0.2,752,245.7,740,1
2895,2004/3/31 17:01,1,1,1,0,0.001228501,0.001228501,814,1,28,13,1,80,80,66,0
2898,2004/1/30 19:12,1,1,2,0.918295834,0.010791367,0,556,1,29,129,1,29,29,24,1
2899,2004/1/16 17:46,2,2,2,0.960118663,0.043715847,0.007650273,457.5,1,27,53,1,29,27,28,0
2900,2004/1/14 8:59,1,1,2,0.791858353,0.027980535,0.023114355,411,1,27,348,1,25,23,20,1
2902,2003/11/20 15:21,1,1,1,0,0.003821656,0.003821656,785,1,27,80,1,17,15,14,1
2903,2003/9/1 21:43,1,1,1,0,0,0.022929936,785,1,26,4,1,573,189.5666667,517,0
2904,2003/8/28 18:59,1,1,1,0,0.04505632,0.003754693,799,1,26,29,1,17,13,12,1
2906,2003/7/14 9:35,2,2,2,0.918295834,0.0124533,0.00249066,401.5,1,24,102,1,164,164,162,0
2907,2003/4/24 18:41,1,1,1,0,0.001404494,0.001404494,712,1,24,0,1,65,65,43,1
2909,2003/4/9 2:29,1,1,1,0,0.002808989,0.002808989,712,1,24,1,1,533,208.4,483,0
2910,2003/4/8 19:29,2,2,2,0.591672779,0.003448276,0.002586207,580,1,24,70,1,377,189.75,376,1
2912,2003/1/23 18:34,3,3,4,0.907613995,0.06549785,0.021171022,755.75,1,25,199,0.75,368,247.1166667,368,1
2914,2003/1/10 18:51,2,2,3,0.960229718,0.004177109,0.004177109,399,1,24,84,1,62,30.33333333,46,0
2916,2002/12/16 1:28,1,1,1,0,0.002849003,0.002849003,702,1,23,6,1,11,11,11,0
2917,2002/12/10 9:17,1,1,5,0.798596889,0.011819333,0.007176024,473.8,1,25,43,1,656,656,582,1
2918,2002/12/10 7:10,1,1,1,0,0.001430615,0.001430615,699,1,22,2,1,495,235.5,453,0
2919,2002/12/8 19:24,1,1,2,0.934068055,0.027173913,0,368,1,23,79,1,651,651,577,1
2923,2002/11/19 4:20,1,1,1,0,0.002962963,0.002962963,675,1,22,0,1,435,380.5,377,1
