transactionid,commitdate,ns,nm,nf,entropy,la,ld,lt,fix,ndev,pd,npt,exp,rexp,sexp,bug
20186,2003/12/1 17:07,3,5,5,0.892341412,0.002691233,0.001242107,1932.2,1,12,9,0.6,24051,5286.968013,20672,1
20188,2003/11/30 15:55,2,2,2,0.965636133,0.004761905,0.004365079,1260,1,12,2,0.5,11,11,6,0
20203,2003/6/24 18:21,2,3,6,0.61295042,0.169590643,0.059286146,826.5,0,10,1035,0.833333333,22238,4335.282984,18079,1
20206,2003/2/18 23:06,1,1,1,0,0.002964427,0.002964427,1012,1,9,65,1,21708,4908.464791,12036,0
20208,2003/1/30 20:08,1,1,1,0,0.002340094,0.001560062,1282,1,6,2,1,9900,4002.278968,6592,0
20209,2003/1/28 20:08,2,2,3,0.479871951,0.01272678,0.018954779,1231,0,8,165,1,9887,4019.373016,8879,0
20222,2002/8/19 15:33,2,2,3,0.300846621,0.034796238,0.012068966,2126.666667,1,10,2,1,8166,3364.965476,5681,1
20227,2002/7/15 23:30,2,2,2,1,0.001636126,0.000981675,1528,0,8,50,0.5,20056,4979.311508,16562,0
20252,2001/11/12 16:04,1,2,2,0.993650712,0.011145787,0.017387428,1121.5,1,9,25,1,6216,2855.769048,4101,0
20262,2001/8/24 16:03,1,1,1,0,0.001494768,0.000996512,2007,0,9,3,1,1110,588.6666667,480,0
20267,2001/5/21 12:54,1,1,1,0,0.26716141,0.19109462,539,0,7,18,1,899,458,404,1
20285,2000/9/19 14:17,2,6,8,0.688541258,0.025189533,0.012717046,511.125,0,10,121,0.625,552,408.5,319,1
20298,2000/1/22 20:27,2,2,2,0.764204507,0.002217295,0.009756098,1127.5,1,9,4,1,178,178,76,0
20321,2003/11/30 15:52,2,2,2,0.949452015,0.004405286,0.003964758,1135,1,12,916,1,7,7,2,0
20322,2003/1/28 20:09,1,1,2,0.604373242,0.012824087,0.01923613,1793.5,0,8,293,1,9890,4022.373016,6587,0
20334,2006/2/8 22:40,1,1,1,0,0.003802281,0.000633714,1578,0,8,528,1,19389,4801.685381,12338,0
20339,2006/2/8 22:40,1,1,1,0,0.003705991,0.000617665,1619,0,8,122,1,19388,4800.685381,12337,0
20342,2007/5/29 0:59,1,1,1,0,0.005855291,0.00083647,2391,1,10,224,1,1233,369.602381,679,0
20351,2007/1/31 15:56,1,1,2,1,0.005163511,0.005163511,581,0,9,52,0.5,32590,5652.047445,16964,0
20361,2005/6/14 20:34,3,4,7,0.562054474,0.015767344,0.013781827,1223.142857,1,11,174,0.571428571,27083,4185.403799,21396,1
20372,2003/9/11 12:22,1,1,1,0,0.120996441,0.014234875,281,0,4,1,1,23904,5585.210667,1194,0
20374,2003/8/25 19:30,1,1,1,0,0.005513147,0.005937235,2358,0,8,0,1,12267,4636.356746,8065,0
20453,2006/10/13 17:43,2,3,4,0.152823672,0.02189356,0.020263189,2146.75,1,14,24,0.5,21467,5010.191786,18262,1
20474,2005/8/11 21:35,3,10,19,0.763072168,0.021943058,0.014098415,959.4210526,0,13,840,0.947368421,18033,5135.838442,16315,1
20717,2009/9/18 9:13,1,2,2,0.702466551,0.040909091,0.006818182,220,1,6,114,1,1833,318.6710578,1828,0
20783,2001/10/18 16:32,1,1,1,0,0.04,0.04,125,0,4,13,1,16792,3882.383405,1317,0
20832,2008/5/15 18:39,2,2,5,0.731170394,0.034387352,0.002371542,1012,0,10,263,0.6,26109,5022.338675,6341,0
20843,2005/6/26 15:16,2,2,2,0.609840305,0.001330141,0.003990423,1879.5,1,10,177,1,17406,4803.451859,15008,0
20847,2004/10/1 12:39,3,3,3,0.835962545,0.009350394,0.001968504,677.3333333,1,10,80,0.666666667,15106,4360.041339,13477,0
20849,2004/7/31 19:04,2,2,5,0.784136787,0.021937843,0.015147558,765.8,0,10,1,0.8,14609,4273.464827,3591,0
20850,2004/5/16 19:18,2,2,3,0.838786868,0.013513514,0.003319109,1406,0,10,14,0.666666667,211,211,168,0
20861,2008/7/15 21:30,4,13,22,0.703516753,0.010424084,0.003645581,1595.954545,1,21,1110,0.681818182,26452,4975.86862,24345,1
20863,2007/6/6 19:00,3,8,15,0.709239148,0.014245897,0.006735832,861.0666667,1,19,571,0.6,23476,5236.548069,20597,1
20864,2007/4/1 23:49,1,3,7,0.896708986,0.013575968,0.013287117,494.5714286,0,13,515,0.428571429,22851,5016.38508,14477,1
20972,2010/2/16 23:19,5,14,21,0.911663457,0.001826838,0.001826838,1720.380952,0,26,384,0.761904762,30752,5212.322742,29674,1
21059,2010/2/23 11:14,1,1,1,0,0.001241465,0.001241465,3222,0,11,0,1,37327,4301.066482,19301,0
21074,2009/10/21 16:38,2,4,5,0.785906688,0.003264189,0.009055491,1899.4,0,18,234,1,29708,4853.897896,25290,1
21084,2009/5/26 13:36,2,2,2,0.382957672,0.003890063,0.001775899,5912.5,0,16,57,1,28690,4864.412151,19513,0
21089,2009/4/9 13:39,2,3,4,0.696155972,0.000686342,0.004118051,1821.25,0,18,14,0.5,28526,5045.403226,24290,0
21090,2009/4/6 20:31,2,2,3,0.926262155,0.001223092,0.000856164,2725.333333,0,18,28,0.666666667,28509,5057.069279,24285,0
21092,2009/3/23 17:00,1,1,1,0,0.005628518,0.018292683,2132,0,7,75,1,333,122.8071429,119,0
21093,2009/2/7 9:16,1,1,1,0,0.038022814,0.03833967,3156,1,11,37,1,35511,4238.385685,18427,0
21098,2009/1/7 19:13,1,1,1,0,0.031818182,0.013636364,220,1,10,0,1,35503,4286.259885,18426,0
21101,2008/12/28 13:53,2,10,38,0.776630968,0.038598588,0.003408362,1189.026316,0,17,1630,0.710526316,27726,5055.535116,18697,1
21105,2008/11/13 19:51,2,3,4,0.298795797,0.015588031,0.000695894,1796.25,0,18,1,0.5,27507,5077.430601,23419,1
21113,2008/11/3 12:51,2,3,4,0.888646292,0.003426613,0.001142204,1313.25,0,19,73,1,27380,5044.302336,23313,0
21114,2008/10/27 5:37,1,1,1,0,0.009411765,0.002352941,425,0,15,5,1,2521,301.5860848,1187,0
21115,2008/10/14 13:12,2,3,5,0.366312535,0.019557196,0.007380074,1626,0,18,314,0.8,27192,4960.124776,23134,1
21117,2008/10/3 3:33,2,4,5,0.593044953,0.010734463,0.010357815,1062,0,18,101,1,168,165,143,1
21118,2008/9/11 13:32,1,1,1,0,0.160482081,0.146844275,3153,0,9,20,1,26947,5111.826665,16987,1
21121,2008/9/5 20:01,3,4,5,0.469527808,0.037048133,0.005692031,2002.8,0,18,90,0.8,26900,5105.91203,24167,1
21123,2008/7/17 23:32,4,11,12,0.654291356,0.011494253,0.002215256,1993.75,1,20,30,0.25,26477,4992.312293,24370,1
21124,2008/7/15 20:48,2,3,4,0.194308255,0.040924756,0.001005169,1741,0,17,147,0.75,34493,3929.007925,26757,1
21127,2008/7/3 16:58,2,5,6,0.52926529,0.016015836,0.001439626,926.1666667,0,19,345,0.833333333,26346,4945.153984,22366,0
21129,2008/5/4 19:19,2,3,4,0.254825532,0.026279582,0.000687947,1817,0,17,0,0.25,26049,5074.489801,22121,0
21138,2008/4/4 14:45,2,3,4,0.145909039,0.04482845,0.003881793,1996.5,1,17,107,0.75,25769,4965.119749,21908,0
21153,2007/11/27 13:29,1,1,2,1,0.00124564,0.000747384,2007,0,17,0,0.5,24870,5171.544321,5476,0
21160,2007/10/25 14:54,1,1,1,0,0.03034134,0.016434893,791,1,8,35,1,24672,5195.56272,15620,0
21161,2007/10/23 16:46,2,2,2,0.074564782,0.161925602,0.159737418,685.5,0,16,47,1,24650,5191.374359,21055,0
21164,2007/10/13 19:06,1,1,2,0.591672779,0.006218905,0.000746269,2010,0,17,18,1,24614,5228.873998,5438,1
21167,2007/9/23 21:29,2,4,4,0.416445524,0.000738007,0.015498155,1355,0,17,46,0.75,174,109.8333333,118,0
21169,2007/9/18 13:41,2,6,8,0.682227417,0.033701806,0.00633594,927.25,0,17,773,0.75,167,102.9166667,111,1
21177,2007/8/20 21:11,1,3,7,0.622428358,0.094704249,0.00128123,1338,1,12,709,1,23938,5013.423014,15178,0
21193,2007/4/1 5:00,2,3,3,0.16067763,0.109910518,0.014182002,1974.333333,0,16,22,1,2377,438.8234821,1526,1
21195,2007/3/20 1:44,2,3,4,0.157970679,0.105344098,0.011341792,1300.5,1,17,51,1,1182,343.1404762,817,1
21203,2007/2/19 12:41,3,3,5,0.93497753,0.001919386,0.000639795,1563,0,11,162,0.4,32709,5650.12799,27856,0
21211,2007/1/29 21:39,1,1,1,0,0.000910747,0.000303582,3294,0,9,5,1,32588,5653.575053,16962,0
21214,2007/1/16 16:41,2,3,5,0.530900614,0.011411478,0.001218702,1805.2,1,16,51,0.6,1106,290.6238095,763,1
21228,2006/9/14 18:05,2,2,3,0.812040681,0.005210595,0.000868432,1535.333333,0,15,72,0.666666667,21267,5031.116236,18132,0
21230,2006/9/9 20:29,2,3,6,0.717440447,0.013126271,0.007210205,901.5,1,15,256,0.833333333,21243,5050.332526,18122,0
21231,2006/9/5 17:08,2,9,10,0.750976457,0.010446076,0.011716544,708.4,0,17,602,0.8,21203,5026.170639,18096,1
21234,2006/8/20 20:57,3,8,17,0.707420361,0.019263933,0.012660358,1398.529412,1,17,522,0.647058824,21085,5010.30314,19018,1
21236,2006/8/5 23:53,2,3,5,0.16205623,0.057919955,0.007468997,1419.2,0,15,265,1,20931,4959.699709,17886,1
21237,2006/7/28 14:33,2,3,7,0.436547199,0.068737121,0.003090963,970.5714286,1,16,314,0.571428571,20849,4921.599244,17807,1
21246,2006/5/30 7:54,1,1,4,0.705371454,0.06779328,0.007074081,1272.25,0,10,91,0.5,30135,5041.763732,300,1
21249,2006/4/30 17:15,3,6,6,0.706834457,0.015813953,0.010976744,895.8333333,1,13,88,0.5,19951,4765.670088,18030,0
21250,2006/4/24 20:25,2,6,7,0.679776632,0.010429624,0.002966223,1493,0,16,181,0.714285714,29994,5236.293332,23339,0
21255,2006/3/6 17:49,2,3,4,0.294960404,0.017843168,0.000782595,1597.25,1,14,4,0.25,29850,5588.663223,23291,1
21260,2006/2/11 22:22,3,6,16,0.625409049,0.020465214,0.003111978,1184.9375,0,18,872,0.75,28969,4899.9604,24405,1
21261,2006/2/10 22:32,2,3,4,0.413663592,0.041350793,0.00068918,1451,0,14,36,0.75,28924,4857.903031,22537,1
21262,2006/1/25 21:35,2,4,9,0.468459591,0.03002611,0.017885117,851.1111111,0,14,303,0.777777778,19317,4851.592641,16555,0
21263,2006/1/11 15:12,3,4,5,0.649498029,0.012098456,0.00458907,958.8,0,15,187,0.4,19171,4828.732839,16471,0
21264,2005/12/27 20:29,3,14,22,0.753320691,0.050882303,0.024327566,1061.272727,1,17,1285,0.454545455,19062,4862.025516,16772,1
21268,2005/12/3 11:45,1,1,1,0,0.005152979,0.006441224,3105,0,8,11,1,28774,5035.266709,15173,0
21270,2005/11/19 14:44,1,1,1,0,0.012875536,0.00351151,2563,0,9,2,1,18774,5021.618712,11934,0
21271,2005/11/18 20:50,1,1,1,0,0.030612245,0.017006803,294,0,4,1,1,18763,5016.568243,11933,0
21277,2005/10/18 16:38,2,2,3,0.626692995,0.039123631,0.033255086,852,1,13,9,0.666666667,18557,5063.143165,15910,1
21281,2005/9/8 22:31,3,3,4,0.578141119,0.026647966,0.015828491,1247.75,1,9,184,1,18285,5247.883153,15737,0
21282,2005/8/24 21:29,1,1,1,0,0.004887218,0.003759398,2660,1,9,12,1,27418,4031.260815,14432,0
21284,2005/8/15 19:00,2,2,2,0.512709142,0.135802469,0.080246914,81,0,13,2,1,27381,4265.447432,21468,1
21285,2005/8/13 15:02,2,2,3,0.937230563,0.002814523,0.002814523,1184.333333,1,14,3,0.666666667,18052,5146.823854,15510,0
21286,2005/8/12 14:23,2,4,7,0.58113847,0.018708858,0.01432036,1237,1,15,39,0.571428571,18044,5142.924914,15504,1
21288,2005/8/11 23:23,2,5,7,0.708164621,0.014210601,0.001136848,1005.285714,0,15,125,1,27352,4247.183934,21457,1
21289,2005/8/2 12:11,2,3,3,0.716447843,0.011680144,0.011500449,1855,1,15,36,1,17960,5095.763334,15425,0
21293,2005/7/26 12:38,2,8,10,0.571199058,0.030268677,0.007482145,882.1,0,14,165,0.8,17822,5016.94054,15324,1
21294,2005/7/25 20:04,2,3,4,0.323447389,0.043101925,0.000883236,1415.25,0,14,29,1,17812,5021.233583,15314,0
21295,2005/7/25 18:12,2,6,7,0.731875127,0.048197492,0.009796238,1093.714286,1,13,275,1,17808,5017.233583,15310,1
21296,2005/7/22 17:16,1,1,1,0,0.004894578,0.004894578,2656,1,9,0,1,27298,4295.143029,14380,1
21297,2005/7/20 12:42,3,5,10,0.484417701,0.016913183,0.011189711,1555,0,16,126,0.8,27232,4230.096116,23531,0
21304,2005/6/28 1:08,3,17,52,0.638987703,0.040336409,0.048869111,942.0769231,1,14,1852,0.653846154,17479,4865.560428,15876,1
21305,2005/6/26 18:05,3,7,14,0.861758572,0.017888895,0.001077644,1325.642857,0,12,290,0.642857143,17420,4817.451859,15418,1
21306,2005/6/24 16:53,3,6,10,0.692153524,0.035890049,0.008522386,833.1,0,14,452,0.6,17396,4813.346154,15585,1
21310,2005/6/14 17:04,2,5,5,0.931303272,0.004966552,0.000506791,1973.2,0,14,58,1,27069,4171.403799,21315,0
21312,2005/6/9 12:35,1,1,1,0,0.000909091,0.00030303,3300,1,13,2,1,27035,4161.422676,7002,0
21321,2005/4/1 9:25,1,1,1,0,0.010584085,0.001960016,2551,1,8,91,1,26849,4241.663127,14228,0
21323,2005/3/25 11:08,1,1,1,0,0.0092711,0.003196931,3128,1,8,72,1,16028,3970.731879,10275,0
21326,2005/2/27 22:45,2,3,5,0.732339525,0.008343914,0.001088337,1102.6,1,14,146,0.6,582,344.1666667,479,0
21351,2004/7/12 16:23,2,3,4,0.33260671,0.04252529,0.00093668,1334.5,0,13,54,0.75,24930,4407.642186,19927,1
21352,2004/7/2 18:49,2,3,5,0.800809096,0.006328001,0.00808578,1137.8,1,13,272,0.8,14423,4373.318831,12585,0
21353,2004/7/2 14:59,2,4,5,0.364377342,0.024406479,0.00155314,901.4,1,14,53,0.8,48,37,26,1
21354,2004/6/25 13:20,3,4,5,0.49423607,0.011624073,0.000659522,2426,0,14,37,1,14323,4327.664899,13114,1
21358,2004/6/13 15:56,2,3,3,0.372975644,0.034334764,0.025536481,1553.333333,0,13,36,1,14184,4262.997367,12374,0
21360,2004/5/26 14:35,3,8,13,0.734506125,0.012702079,0.002052861,1199.076923,1,14,586,0.846153846,24766,4492.591647,21857,1
21361,2004/5/26 11:25,2,3,5,0.823466525,0.018673689,0.001436438,835.4,1,13,235,0.6,24749,4475.591647,19856,0
21364,2004/5/10 18:44,3,14,27,0.778441473,0.043287539,0.010363943,768.3333333,1,14,1693,0.481481481,13785,4011.72803,12306,1
21368,2004/4/10 14:02,1,1,1,0,0.005863956,0.001172791,2558,1,8,11,1,24450,4357.481222,13292,0
21377,2004/2/26 22:59,1,1,1,0,0.012605042,0.010504202,476,1,8,89,1,170,170,110,0
21381,2003/12/24 22:36,2,2,3,0.719103936,0.020162717,0.001768659,1884.666667,1,8,75,0.666666667,24163,5177.434299,19536,0
21386,2003/11/24 9:49,1,1,1,0,0.003154574,0.003154574,1585,0,10,36,1,12722,4334.921825,8352,0
21403,2003/7/30 18:56,2,3,4,0.104717402,0.136732507,0.028479559,1632.75,1,10,68,1,11976,4609.663095,10625,0
21404,2003/7/28 20:03,3,7,7,0.617056816,0.026784647,0.018653593,1194.714286,1,10,63,0.857142857,11962,4616.090873,11025,1
21405,2003/7/16 20:55,3,5,7,0.98138764,0.011073406,0.005536703,799.8571429,0,11,199,1,11467,4216.686111,10546,0
21406,2003/7/15 15:19,2,3,3,0.475662837,0.002605863,0.012703583,1023.333333,0,8,105,1,11455,4205.495635,10206,1
21407,2003/6/28 20:33,3,14,24,0.832814591,0.030169354,0.003042288,821.75,0,12,883,0.625,11344,4229.59881,10312,1
21409,2003/6/25 17:30,3,17,36,0.653735763,0.02344391,0.080647052,710.9166667,1,13,32,0.138888889,22344,4435.862024,20012,1
21410,2003/6/24 19:14,3,17,36,0.668285238,0.078845212,0.023668639,737.0277778,1,13,1356,0.472222222,22277,4374.282984,19951,1
21419,2003/3/21 16:54,2,2,2,0.426228657,0.013517665,0.000614439,1627.5,0,10,130,1,21803,4573.806396,17795,1
21425,2003/2/15 21:30,3,11,19,0.841356944,0.034062989,0.002736207,942.5263158,1,12,124,0.631578947,10150,4118.906349,9291,1
21426,2003/2/13 0:24,2,3,4,0.501069866,0.001453066,0.024120895,860.25,1,11,195,1,21663,4879.060678,17713,1
21427,2003/2/6 15:25,3,4,4,0.768682592,0.018150879,0.009926262,881.5,0,10,84,1,9993,4016.54246,9303,1
21431,2002/12/6 0:20,2,3,4,0.663581163,0.008161415,0.00113353,1102.75,1,11,51,1,21568,5555.159643,17651,1
21432,2002/12/4 23:38,1,1,1,0,0.001783803,0.001783803,2803,0,10,0,1,21489,5477.836627,5656,0
21434,2002/11/21 18:31,1,1,1,0,0.008527132,0.007751938,1290,1,6,61,1,9041,3396.192063,5996,0
21446,2002/9/1 19:26,3,4,4,0.773377242,0.014042668,0.005941129,925.75,1,10,39,0.5,20498,5168.334491,17779,0
21452,2002/8/20 0:45,2,3,3,0.731570336,0.007092199,0.000886525,1128,0,11,68,1,20412,5156.343506,16801,0
21453,2002/8/16 19:01,3,5,6,0.615967972,0.037568752,0.001491563,1787.833333,0,11,8,0.833333333,8141,3368.166667,7593,1
21455,2002/8/9 12:45,3,8,11,0.442127471,0.176730952,0.037148277,575.0909091,0,12,196,0.545454545,8092,3348.586905,7463,0
21457,2002/8/6 1:40,2,3,7,0.522120723,0.030187782,0.016163537,601,0,10,32,0.857142857,318,155.2333333,243,1
21470,2002/4/18 16:01,3,12,25,0.8020583,0.020907195,0.013242961,767.2,0,12,891,0.52,7206,2905.564286,6687,1
21493,2001/9/20 10:20,2,3,4,0.562751842,0.027468448,0.011135857,336.75,0,7,513,1,1143,611,709,0
21496,2001/9/5 23:22,2,3,5,0.119373368,0.063432836,0.043628014,1393.6,0,10,599,1,16713,4261.721356,14066,1
21500,2001/8/14 18:21,2,4,9,0.651687457,0.028451154,0.006386994,765.4444444,0,11,519,0.555555556,5581,2551.283333,5025,1
21501,2001/7/11 18:14,1,2,2,0.945660305,0.003091721,0.000687049,1455.5,1,10,35,1,16528,4735.020635,4185,0
21506,2001/5/24 5:29,1,1,1,0,0.003833049,0.000425894,2348,0,10,2,1,911,465,189,0
21527,2000/11/25 0:00,2,2,2,0.108650459,0.062306368,0.033390706,1452.5,1,10,31,1,14525,3992.509127,12648,1
21531,2000/9/25 8:58,2,3,4,0.635326267,0.010369505,0.003067037,1711.75,1,10,127,1,14322,4317.657937,12488,0
21533,2000/8/29 0:41,2,2,4,0.692802335,0.035179301,0.013617794,1101.5,1,6,182,0.75,14289,4335.533333,12461,1
21535,2000/7/29 14:45,3,5,8,0.453670929,0.078667501,0.115577104,799.25,0,10,217,0.75,2933,2013.916667,2691,1
21539,2000/7/3 12:01,1,1,1,0,0.202856097,0.165140974,2731,0,4,2,1,14241,5222.844048,8799,1
21540,2000/7/1 17:27,1,1,1,0,0.14137931,0.161302682,2610,0,4,0,1,14232,5228.944048,8793,1
21541,2000/7/1 10:10,1,1,1,0,0.15615727,0.136869436,2696,1,4,17,1,14231,5227.944048,8792,0
21548,2000/4/7 15:17,1,1,1,0,0.163859809,0.042330451,2197,0,2,23,1,13255,4777.985714,8333,0
21554,2000/2/8 10:56,2,2,4,0.119529312,0.381385938,0.224076884,494.25,1,1,91,0.75,13160,5002.378571,11712,0
21573,2003/11/24 9:50,1,1,1,0,0.003154574,0.003154574,1585,0,10,37,1,12723,4335.921825,8353,0
21578,2005/4/1 9:25,1,1,1,0,0.010584085,0.001960016,2551,1,8,121,1,26850,4242.663127,14229,0
21579,2005/3/25 11:08,1,1,1,0,0.0092711,0.003196931,3128,1,8,83,1,16029,3971.731879,10276,0
21589,2005/12/3 11:45,1,1,1,0,0.005152979,0.006441224,3105,0,8,50,1,28775,5036.266709,15174,0
21591,2005/11/15 22:56,1,1,1,0,0.070539419,0.070539419,241,0,1,443,1,28264,4627.736964,81,0
21599,2007/1/29 21:32,1,1,1,0,0.000951475,0.000317158,3153,0,9,118,1,32587,5652.575053,16961,0
21612,2008/4/3 17:13,1,1,2,0.051664988,0.504608295,0.285714286,217,0,4,18,0.5,25764,4963.209359,1123,1
21655,2000/6/27 23:30,1,23,46,0.742451572,0.074509804,0.101284652,482.2826087,1,11,1430,0.565217391,2558,1785.666667,1747,1
21659,1999/2/18 0:26,2,4,5,0.925650973,0.010329245,0.025177534,309.8,0,6,9,0.8,9092,4999.033333,8209,1
21670,2009/3/24 16:17,2,12,24,0.601094664,0.062707096,0.009065333,666.4583333,1,18,1497,0.458333333,28346,5015.503893,24171,1
21724,2010/5/1 22:10,1,3,3,0.327539992,0.004671504,0.007553921,3353.666667,0,18,7,1,31059,4914.151375,19569,0
21725,2010/4/29 17:36,2,4,4,0.792217536,0.004370391,0.003277793,2745.75,0,18,5,0.5,31038,4912.449612,26366,0
21728,2010/4/20 23:32,1,2,3,0.483986328,0.029972752,0.012942779,978.6666667,1,13,3,0.666666667,31014,4969.963676,19539,0
21827,2009/3/15 18:05,1,1,3,0.841353353,0.046153846,0.016568047,281.6666667,1,5,750,0.666666667,28294,5042.67542,1215,0
21836,2008/10/17 18:10,2,2,3,0.727151263,0.264705882,0.090909091,124.6666667,1,18,48,1,27206,4942.723051,23147,1
21837,2008/8/14 14:47,2,12,38,0.784892989,0.076354591,0.043008039,729.9736842,1,17,3764,0.5,26679,5028.129637,22679,1
21839,2008/4/13 15:18,2,9,10,0.724941112,0.024984765,0.025391022,492.3,0,13,163,0.5,25863,4993.340714,21982,1
21841,2007/4/6 18:33,2,11,13,0.842862058,0.031730015,0.010651418,686.0769231,0,17,702,0.769230769,22979,5103.155105,19577,1
21844,2007/1/20 18:13,2,4,5,0.630613065,0.009389671,0.010507489,894.6,0,15,37,0.6,22072,4763.455118,18810,1
21845,2006/12/22 19:43,3,19,50,0.719255243,0.066686592,0.060017933,1070.68,0,18,3205,0.36,21763,4703.517338,19584,1
21847,2006/8/25 0:06,3,14,24,0.602304317,0.036829424,0.005703889,847.375,0,18,776,0.625,21121,5031.356092,19054,1
21851,2006/6/4 22:49,2,4,4,0.759468438,0.011670512,0.009770661,1842.25,1,15,229,0.75,20398,4914.518937,17442,1
21854,2006/5/2 18:25,2,8,14,0.884629131,0.028828438,0.038257288,659.0714286,0,15,259,0.5,19976,4774.024906,17124,1
21856,2006/2/11 18:31,2,6,7,0.697044195,0.024413826,0.007251632,591,1,11,0,0.142857143,19427,4816.69695,16642,1
21858,2005/6/13 19:14,2,8,10,0.735961996,0.035,0.020192308,520,0,15,355,0.8,17200,4662.826013,14876,1
21859,2005/6/5 18:32,2,11,49,0.859973503,0.035742955,0.029701297,483.0408163,0,13,3006,0.469387755,17069,4573.982426,14754,1
21861,2005/3/27 18:52,2,10,18,0.791899869,0.044987775,0.013105134,568.0555556,0,15,594,0.388888889,16102,4026.079459,13878,1
21869,2003/1/28 17:13,2,8,12,0.749935602,0.024627042,0.014918305,703.8333333,0,12,495,0.75,9882,4014.373016,8874,1
21871,2003/1/12 17:35,2,7,7,0.414893139,0.036815462,0.015646572,620.8571429,0,10,198,0.857142857,9687,3866.911111,8687,1
21892,2008/7/11 17:06,2,3,11,0.80385626,0.097087379,0.055239371,271.5454545,0,18,355,0.727272727,26398,4948.573041,22418,1
21893,2008/5/26 20:13,2,5,13,0.801212709,0.014781181,0.018742151,796.2307692,0,18,633,0.615384615,26179,5030.970091,22225,0
21946,2001/7/16 1:06,4,15,20,0.762570622,0.014881933,0.019604613,910.5,0,13,459,0.6,5405,2605.833333,5187,1
21959,2000/6/18 23:54,2,7,15,0.764547623,0.023877459,0.048806127,443.9333333,0,11,291,0.733333333,2499,1736.833333,2267,1
22003,2010/1/28 18:21,3,8,15,0.717696188,0.01000435,0.002754821,1839.2,0,22,214,0.666666667,3010,452.4965362,2604,1
22067,2001/1/5 1:34,3,6,9,0.85637342,0.011843664,0.005000658,844.3333333,1,11,280,0.888888889,4225,2581.5,3973,1
22068,2000/7/2 18:00,2,7,8,0.776965967,0.026032824,0.012167516,441.75,1,9,173,0.875,14240,5235.077381,12432,1
22166,2000/1/16 15:04,3,8,10,0.546106225,0.128829537,0.025923016,254.6,0,10,598,0.7,110,110,110,1
22178,1999/5/27 12:29,1,1,2,0.619382195,0.008305021,0.006417516,1324.5,0,6,2,0.5,10042,4912.7,316,0
22224,2009/6/11 15:00,1,1,1,0,0.003636364,0.134545455,275,0,4,0,1,28752,4845.482599,18198,0
22226,2009/3/22 21:52,1,2,2,1,0.005647438,0.007260992,1239.5,1,12,80,1,28320,5000.619945,17935,0
22237,2008/5/2 15:52,1,1,1,0,0.03125,0.625,32,1,6,1,1,26025,5055.036707,5717,0
22242,2008/3/10 16:06,2,5,7,0.801065165,0.044298605,0.039376538,348.2857143,0,12,424,0.285714286,25376,4768.273785,21591,1
22276,2006/12/23 19:29,3,10,22,0.763139559,0.028296989,0.021435989,1225.636364,1,17,322,0.318181818,21797,4726.683894,19030,1
22356,2003/12/23 13:13,2,3,5,0.3301867,0.172231986,0.14059754,113.8,0,8,5,0.4,12845,4287.992136,11281,0
22586,2009/1/6 12:27,1,1,1,0,0.0025,0.0025,400,1,7,468,1,27832,5108.354539,1204,0
22734,2009/12/23 12:41,1,1,1,0,0.005063291,0.005063291,395,0,4,16,1,30222,5054.57388,6620,0
22735,2009/11/5 18:24,2,6,9,0.960148556,0.003204338,0.00456002,901.5555556,0,19,291,0.888888889,29878,4929.186779,25447,0
22749,2004/3/9 0:05,1,1,1,0,0.005730659,0.00286533,349,0,10,18,1,24341,4335.190862,13252,0
22796,2002/3/4 13:50,1,1,1,0,0.655737705,0.415300546,183,0,2,81,1,18870,5218.834993,1558,0
22814,2002/11/26 16:38,1,1,1,0,0.006792453,0.000754717,1325,0,4,40,1,21456,5460.622652,1754,0
22819,2002/9/2 17:51,1,1,5,0.648038932,0.103883006,0.017145739,396.6,1,4,180,0.6,8515,3631.15,225,0
22845,1998/6/16 0:10,1,1,5,0.662034866,0.306416727,0.114635905,277.4,1,2,321,0.6,5700,3703,152,1
22852,2002/8/14 22:56,1,1,1,0,0.06662554,0.004935225,1621,0,9,25,1,20331,5090.395887,1674,1
22865,2001/5/9 13:29,2,2,8,0.809325824,0.090274546,0.023731968,268.625,1,6,952,0.625,16303,4844.696032,1926,1
22882,2000/2/15 15:49,4,14,41,0.745783659,0.164061602,0.091368808,424.4390244,0,11,410,0.195121951,1679,1270.833333,1655,1
22884,1999/11/22 12:55,4,22,73,0.69107815,0.035294455,0.017231493,477.7808219,0,10,3486,0.452054795,12146,5170.892857,11357,1
22887,1999/6/17 11:15,4,6,6,0.767533784,0.005614035,0.037894737,475,0,8,112,0.666666667,10089,4872.1,9750,1
22892,1998/10/14 1:31,1,1,1,0,0.004678363,0.001169591,855,0,6,1,1,7674,4473.6,274,0
22901,2010/2/16 15:58,2,2,2,0.462749059,0.009601182,0.009231905,1354,0,16,29,1,37320,4298.510242,21979,0
22904,2010/1/21 9:58,1,1,2,0.183122068,0.065558633,0.000923361,1083,0,15,38,0.5,69,69,2,1
22905,2010/1/20 16:15,1,1,1,0,0.070205479,0.049657534,2336,0,16,5,1,2991,437.6602898,270,0
22909,2009/11/28 18:38,3,8,10,0.640078366,0.021520369,0.003031038,1649.6,0,19,772,0.9,29993,4945.217632,26196,1
22919,2009/3/27 21:36,1,1,1,0,0.003802281,0.001267427,789,0,6,58,1,35525,4163.130102,2612,0
